,ï»¿,School,CourseID,Descriptions
41888,41888,SmithSUPERTRIMMED,ARH 275 Making the News: History of the Illustrated Press ,prompt by recent concern about âfake newsâ and the prolifer of digit manipul photograph the explor the histori of the illustr press from it nineteenthcenturi origin to today how did imag contribut to readersâ sens of what is worthi of attent in the realm of polit fashion and the how did practic of pictori report influenc the unfold of event in what way did period prompt the emerg of artist form that blur tradit distinct between media case studi shed light on the histori print the graphic and the multifacet legaci of histor news imag today group b a h l 4
41889,41889,SmithSUPERTRIMMED,ARH 278 History of Photography ,a survey of photographi photograph and the literatur of photographi consider of the formal technic histor and social factor in the develop and practic of photographi sinc 1839 group b
41890,41890,SmithSUPERTRIMMED,"ARH 281 Modern, Postmodern, Contemporary ",thi examin global artist tendenc sinc 1945 in their arthistor and sociohistor context the class consid such develop as american abstract and the rise of york neodada pop minim conceptu art earthwork the influenc of femin postmodern the polit of ident concept of the site and the institut global public and the global cultur of art and the theoret issu and debat that help to frame these topic group b a h 4
41891,41891,SmithSUPERTRIMMED,ARH 283 Architecture Since 1945 ,thi present a global survey of architectur and urban sinc 1945 from postworld war reconstruct and plan through critiqu of modern to postmodern deconstruct critic region and beyond build project movement and tendenc are examin in their histor theoret and rhetor context group b count for aru
41892,41892,SmithSUPERTRIMMED,ARH 286 History and Theory of Performance Art: Why Did the Performance Artist Cross the Road? ,thi class address the histori and theori of perform art sinc the 1960 introduc artist whose work ha shape the field and the issu which have becom import in the recept of perform art a h 4
41893,41893,SmithSUPERTRIMMED,ARH 280 Art Historical Studies ,topic take up to four semest of arh 280 art histor studi as as the topic are differ
41894,41894,SmithSUPERTRIMMED,ARH 291 Topics in Art History ,take up to two semest of arh 291 âtopic in art historyâ as as the topic are differ current issu in latin american art thi highlight recent scholarship and critic written in and about latin america focus upon visual cultur from 1750present among theme we consid legaci of coloni nation vs global in museum exhibit the polit of current art critic and the complic relationship between artmak and tourism of particular interest will be the theoret and methodolog issu that character write on art from 2000 to the present and the way they challeng our respons to the question what is latin american art 200level in art histori or latin american studi or permiss of the group b a h 4
41895,41895,SmithSUPERTRIMMED,"ARH 292 Collecting the Past: Art, Artifact and Ancient America ",who collect ancient art what make antiqu worthi of display thi colloquium focus on contemporari debat in the field of ancient american art histori among the topic we consid architectur restor the legal and ethic of collect indigen perspect on the display and interpret of antiqu and technolog for repres the past the consist of widerang read and discuss give special attent to the intersect of art histori and museum exhibit 200level in art histori archaeolog museum studi or the cultur histori of latin america not to first enrol limit to 18 group a a h 4
41896,41896,SmithSUPERTRIMMED,ARH 297 Topics In Contemporary Art ,thi class examin current issu in contemporari art suggest by critic debat and signific exhibit the class will be particularli interest in practic and debat that offer the follow analys of the global condit of art demonstr of the influenc of technolog reflect on institut framework excav of earlier arthistor moment account of the shift statu of art artist and audienc in the contemporari public sphere 200level art histori or permiss of the group b a h 4
41897,41897,SmithSUPERTRIMMED,"ARH 301 Art HistoryâMethods, Issues Debates ",the mean we ascrib to art work of ani cultur or time period are a direct result of our own preoccup and method thi colloquium give a broad overview of contemporari debat in the histori of art and locat these method art historyâ own intellectu histori among the topic we consid technolog of vision histori of interpret art across cultur boundari coloni and the histori of art and global the consist of widerang read and discuss give special attent to the intersect of art histori and museum exhibit to of ani prerequisit 200level art histori or permiss of the enrol limit to 18 a h 4
41898,41898,SmithSUPERTRIMMED,"ARH 350 The Arts in England, 1485-1714 ",constitut limit on monarch power the embrac of protestant religi intoler and fanatic revolut and regicid and a much vaunt when not exagger and mislead insular set the stage in england for pattern of patronag and a relationship to the visual both similar to and significantli differ from mode establish in continent absolutist court while critic examin the perenni notion of the english of english art we shall studi the career of the painter printmak sculptor architect and landscap design whose collect effort made english art at last to be reckon with
41899,41899,SmithSUPERTRIMMED,ARS 162 Introduction to Digital Media ,an introduct to the of digit media in the context of contemporari art practic explor content develop and design principl through a seri of project involv text still imag and move imag thi class involv critic discuss of studio project in relat to contemporari art and theori a requir fee of 25 to groupsuppli materi is charg at the time of registr enrol limit to 14 a 4
41900,41900,SmithSUPERTRIMMED,ARS 163 Drawing I ,an introduct to visual experi through a studi of the basic element of draw a requir fee of 25 to groupsuppli materi is charg at the time of registr enrol limit to 18 a 4 elizabeth r meyersohn katherin e schneider normal both and semest
41901,41901,SmithSUPERTRIMMED,ARS 172 Studio Art Foundations ,thi crossdisciplinari studio involv twodimension threedimension and timebas approach are introduc to a rang of conceptu and practic framework for make and think about art thi is strongli recommend for consid the art by emphas visual think risktak and critic reflect thi also ha relev for other disciplin a requir fee of 25 to suppli materi is charg at the time of registr enrol limit to 15 prioriti given to firstyear e a 4 a lee burn fraser stabl amanda russhel wallac normal both and semest
41902,41902,SmithSUPERTRIMMED,ARS 263 Intermediate Digital Media ,thi build work knowledg of multimedia digit artwork through experi with a varieti of softwar focus on video and timebas media a requir fee of 25 to groupsuppli materi is charg at the time of registr addit suppli as and are respons for purchas them directli enrol limit to 14 no requir a 4
41903,41903,SmithSUPERTRIMMED,ARS 264 Drawing II ,an introduct to more advanc theori and techniqu of draw includ the role of draw in contemporari art the emphasi of the class is on both studio work and class discuss a topic is the develop of independ project and practic ar 163 172 or permiss of the a requir fee of 25 to groupsuppli materi is charg at the time of registr enrol limit to 15 a 4
41904,41904,SmithSUPERTRIMMED,ARS 266 Painting I ,variou spatial and pictori concept are investig through the oil medium ar 163 or permiss of the a requir fee of 75 to groupsuppli materi is charg at the time of registr enrol limit to 15 a 4 alexi a callend elizabeth r meyersohn
41905,41905,SmithSUPERTRIMMED,ARS 268 Topics in Printmaking ,topic be repeat with a differ topic
41906,41906,SmithSUPERTRIMMED,ARS 269 Lithographic Printmaking I ,introduct to the printmak techniqu of handdrawn lithographi and photograph halfton lithographi use adob photoshop be repeat onc for a requir fee of 75 to groupsuppli materi is charg at the time of registr addit suppli as and are respons for purchas them directli ar 163 or permiss of the enrol limit to 12 a 4
41907,41907,SmithSUPERTRIMMED,ARS 270 Offset Monoprinting ,printmak use the flatb offset press with emphasi on color monoprint a requir fee of 75 to groupsuppli materi is charg at the time of registr addit suppli as and are respons for purchas them directli ar 163 or permiss of the enrol limit to 15 a 4
41908,41908,SmithSUPERTRIMMED,ARS 272 Intaglio Printmaking ,thi is an indepth introduct to the express potenti of the print imag and the distinct visual and tactil qualiti of etch and drypoint we will explor how print can function as social devic manifest of textur and opportun for collabor a requir fee of 75 to groupsuppli materi will be charg at the time of registr addit suppli as and will be respons for purchas them directli ar 163 or 172 or permiss of the enrol limit to 12 a 4
41909,41909,SmithSUPERTRIMMED,ARS 273 Sculpture I ,the human figur and other natur form work in model and plaster cast a requir fee of 25 to groupsuppli materi is charg at the time of registr ar 163 172 or permiss of the enrol limit to 15 a 4
41910,41910,SmithSUPERTRIMMED,ARS 274 Projects in Installation I ,thi introduc to differ instal strategi eg work with multipl found object light sitespecif among other coursework includ a seri of project critiqu read and a paper a requir fee of 25 to groupsuppli materi is charg at the time of registr ar 172 or permiss of the enrol limit to 12
41911,41911,SmithSUPERTRIMMED,ARS 275 The Book: Theory and Practice I ,investig 1 the structur of the book as a form 2 provid a brief histori of the latin alphabet and how it is shape calligraph and construct geometr 3 studi tradit and nontradit typographi and 4 practic the composit of metal type by hand and the print of compos type on the sp15 print press a voluntari introduct to digit typographi is also outsid class a requir fee of 25 to groupsuppli materi is charg at the time of registr addit suppli as and are respons for purchas them directli enrol limit to 12 a 4
41912,41912,SmithSUPERTRIMMED,ARS 277 Woodcut Printmaking ,relief print from carv woodblock can creat imag that rang from precis and delic to raw and expressionist it is a direct and flexibl process that allow for print on a varieti of materi at and small scale we will both ancient and contemporari technolog to produc black and white and color print from and multipl block a requir fee of 75 to groupsuppli materi is charg at the time of registr addit suppli as and will be respons for purchas them directli ar 163 or 172 or permiss of the enrol limit to 15 a 4
41913,41913,SmithSUPERTRIMMED,ARS 280 Introduction to Architectural Design Studio: Analog ProcessesâGround ,in nurtur architectureâ foundat principl of visual materi and conceptu experiment ar 280 lay the foundat for subsequ studio lifelong learn and curios for architectur design process it probe the materi organiz and spatial qualiti of the groundâa share horizont territori inhabit by plant peopl and buildingsâon that is as much cultur as it is natur through iter and analog process integr draw and make to construct and reconstruct line in the ground probe the physic and conceptu ground for natur or construct pattern develop foundationlevel design skill the context of larger environment and cultur discours a requir fee of 75 to groupsuppli materi print is charg at the time of registr arh 110 or permiss of the enrol limit to 15
41914,41914,SmithSUPERTRIMMED,ARS 281 Introduction to Architectural Design Studio: Digital Design ProcessesâAir ,thi studio probe the materi organiz and spatial qualiti of the lineâarchitectureâ most fundament element through iter and digit process which engag light and air as their main refer integr draw and make to construct and reconstruct line in both virtual and physic space and in two and three dimens materi of digit process is test through multipl fullscal physic model through the act of make and remak construct line oscil between intuit and critic mode of think while further develop foundat level design skill includ analyt draw digit fabric and issu relat to scale and site specif a requir fee of 75 to groupsuppli materi print is charg at the time of registr ar 280 or permiss of the enrol limit to 15 a 4
41915,41915,SmithSUPERTRIMMED,ARS 282 Photography I ,an introduct to visual experi through a studi of the basic element of photographi as an express medium ar 162 172 or permiss of the each section involv black and white or a combin of darkroom and digit process a requir fee of 75 to groupsuppli materi is charg at the time of registr enrol limit to 15
41916,41916,SmithSUPERTRIMMED,ARS 361 Interactive Digital Multimedia ,thi emphas individu and collabor project in computerbas interact multimedia product particip extend their individu experiment with timebas process and develop of media product skill 3d anim video and audio productionâdevelop in the context of interact multimedia product for perform instal cdrom or internet critic examin and discuss of contemporari exampl of media art augment thi studio a requir fee of 25 to groupsuppli materi is charg at the time of registr prerequisit ar 162 and permiss of the enrol limit to 14 a m 4
41917,41917,SmithSUPERTRIMMED,ARS 362 Painting II ,paint from model still life and landscap use vari techniqu and conceptu framework a requir fee of 25 to groupsuppli materi is charg at the time of registr prerequisit ar 266 and permiss of the enrol limit to 15 a 4
41918,41918,SmithSUPERTRIMMED,ARS 363 Painting III ,advanc problem in paint emphasi on themat self direct and group critic analysi a requir fee of 25 to groupsuppli materi is charg at the time of registr prerequisit ar 362 and permiss of the enrol limit to 12 a 4
41919,41919,SmithSUPERTRIMMED,ARS 364 Drawing III ,advanc problem in draw includ emphasi on techniqu and conceptu the focu of thi shift annual to reflect the technic and ideat perspect of the faculti member teach it a requir fee of 25 to groupsuppli materi is charg at the time of registr ar 163 and ar 264 enrol limit to 15
41920,41920,SmithSUPERTRIMMED,ARS 372 Advanced Printmaking ,advanc studi of printmak and the function of the print imag will produc a portfolio of selfdirect work use a varieti of process includ intaglio relief and some lithograph techniqu a requir fee of 75 to groupsuppli materi will be charg at the time of registr addit suppli as and will be respons for purchas them directli at 200level printmak or permiss of the enrol limit to 12 a 4
41921,41921,SmithSUPERTRIMMED,ARS 374 Sculpture II ,advanc problem in sculptur use bronz cast weld and variou media a requir fee of 25 to groupsuppli materi is charg at the time of registr prerequisit ar 273 and permiss of the enrol limit to 12 a 4
41922,41922,SmithSUPERTRIMMED,ARS 380 Architectural Design Studio: Transient SpacesâTerrestrial Bodies ,thi researchbas architectur design studio util digit process to analyz and reinterpret canon architectur preced link the digit to fluid conceptu idea which are both histor and contemporari in particular the studio probe the spatial qualiti of the move bodyâa a site of both deep interior and hyper connect in a return to the territori of the ground see ar 280 and the larger context of ecolog and geopolit induc migrat and displac thi studio investig theme to mobil and transienc and the way in which the bodi travers territori of ground a requir fee of 75 to groupsuppli materi will be charg at the time of registr prerequisit ar 280 and ar 281 or permiss of the enrol limit to 15 a 4
41923,41923,SmithSUPERTRIMMED,ARS 381 Architectural Design Studio: Transient SpacesâAquatic Bodies ,in a return to probe the materi organiz and spatial qualiti of the line see ar 281 thi researchbas architectur design studio question the agenc of the line in relationship to contemporari issu of mobil and migrat in particular thi studio privileg the sea as a len from which to view a chang world order and to explor way in which architectur represent be foreground as an investig and specul site a requir fee of 75 to groupsuppli materi will be charg at the time of registr prerequisit ar 280 and ar 281 or permiss of the enrol limit to 15 a 4
41924,41924,SmithSUPERTRIMMED,ARS 383 Photography II ,advanc explor of contemporari photograph techniqu and concept work on assign and selfdirect project use variou analog and digit techniqu studio light largeformat print and interdisciplinari approach a requir fee of 75 to group suppli materi is charg at the time of registr addit suppli as and are respons for purchas them directli prerequisit ar 282 and permiss of the enrol limit to 15 a 4
41925,41925,SmithSUPERTRIMMED,ARS 384 Topics in Photography ,thi advanc is organ around a rotat select of topic that engag contemporari approach to photographi thi can be repeat onc for with a differ topic a requir fee of 75 to groupsuppli materi is charg at the time of registr prerequisit ar 282 and permiss of the enrol limit to 12 thi advanc is organ around a rotat select of topic that engag contemporari approach to photographi thi can be repeat onc for with a differ topic a requir fee of 75 to groupsuppli materi is charg at the time of registr prerequisit ar 282 and permiss of the enrol limit to 12 a 4
41926,41926,SmithSUPERTRIMMED,ARS 385 Senior Studio I ,thi capston is requir for all senior ar major will the framework of the to focu challeng and reconceptu their studio work in media of their choic critiqu read written assign present and discuss will support the develop of an invent and rigor independ art practic the will culmin in a group exhibit a requir fee of 75 to groupsuppli materi will be charg at the time of registr enrol limit to smith colleg senior ar major
41927,41927,SmithSUPERTRIMMED,ARS 390 Five College Advanced Studio Seminar ,thi is limit to and senior art major from the five colleg particular emphasi is place on themat develop work sketch book written selfanalysi and particip in critiqu session is expect a requir fee of 25 to groupsuppli materi print is charg at the time of registr prerequisit select by faculti and senior art major advancedlevel abil enrol limit to 15 three from each of the five colleg in rotat the fivecolleg normal at smith everi fifth a 4
41928,41928,SmithSUPERTRIMMED,ARS 399 Senior Exhibition Workshop ,thi onesemest capston is requir of senior and jterm plan b major creat work in media of their choic and develop the skill for present a cohes exhibit of their work at the end of their final as requir by the plan b materi includ instal or distribut techniqu for differ media curat of small exhibit of each othersâ work and develop of critic discours skill through read write and speak assign in addit to studio faculti smith museum staff occasion present topic of conceptu and or practic interest a requir fee of 25 to groupsuppli materi is charg at the time of registr a 4
41929,41929,SmithSUPERTRIMMED,ARS 400 Special Studies ,normal for and senior major written project descript requir a requir fee of 25 to groupsuppli materi is charg at the time of registr 1â4
41930,41930,SmithSUPERTRIMMED,AST 430D Honors Project ,avail to qualifi readi for rigor independ work are expect to defin their research project and work in close consult with an advis fullyear 8
41931,41931,SmithSUPERTRIMMED,AST 100 A Survey of the Universe ,discov how the forc of natur shape our understand of the cosmo explor the origin structur and evolut of the earth moon and planet comet and asteroid the sun and other star star cluster the milki way and other galaxi cluster of galaxi and the univers as a whole design for nonscienc major n 4
41932,41932,SmithSUPERTRIMMED,AST 102 Sky and Time ,thi explor the astronom root of clock and calendar and reli on both real and simul observ of the sun moon and star in addit to complet project base on collect and interpret data independ research a clock and a calendar from anoth cultur ancient or modern there are no prerequisit and from all disciplin and background are welcom enrol limit to 25 per section
41933,41933,SmithSUPERTRIMMED,AST 103 Sky and Telescopes ,view the sky with the telescop of the mcconnel rooftop observatori includ the moon the sun the planet nebula and galaxi learn to a telescop on your own and find out about celesti coordin and timekeep system design for nonscienc major enrol limit to 20 per section
41934,41934,SmithSUPERTRIMMED,AST 111 Introduction to Astronomy ,a comprehens introduct to the studi of modern astronomi cover planetsâ their origin orbit interior surfac and atmospher starsâtheir format structur and evolut and the universeâit origin largescal structur and ultim destini thi introductori is for who are plan to in scienc or math 111 or the equival n 4
41935,41935,SmithSUPERTRIMMED,AST 113 Telescopes and Techniques ,an introduct to observ astronomi for who have taken or are current take a physic scienc class becom profici use the telescop of the mcconnel rooftop observatori to observ celesti object includ the moon the sun the planet star nebula and galaxi learn celesti coordin and timekeep system find out how telescop and digit camera work take digit imag of celesti object and learn basic techniqu of digit imag process becom familiar with measur and classif techniqu in observ astronomi not to who have taken ast 103 enrol limit to 20 n 4
41936,41936,SmithSUPERTRIMMED,AST 224 FC24 Stellar Astronomy ,discov the fundament properti of star from the analysi of digit imag and applic of basic law of physic extens of comput and scientif program and data analysi in altern year with 225 prerequisit 117 111 plu astronomi class 4
41937,41937,SmithSUPERTRIMMED,AST 225 FC25 Galaxies and Dark Matter ,discov the compel evid that most of the mass of a galaxi is dark matter base on analysi of orbit data stellar popul and basic law of physic in a simul research experi interact format includ comput simul data analysi and confront observ with theori final project explor the viabil of dark matter candid in altern year with 224 prerequisit 117 111 plu astronomi class 4
41938,41938,SmithSUPERTRIMMED,AST 228 FC28 Astrophysics I: Stars and Galaxies ,a calculusbas introduct to the properti structur format and evolut of star and galaxi the law of graviti thermal physic and atom physic provid a basi for understand observ properti of star interstellar ga and dust we these concept to develop an understand of stellar atmospher interior and evolut the interstellar medium and the milki way and other galaxi prerequisit two semest of collegelevel physic and secondsemest calculu n 4
41939,41939,SmithSUPERTRIMMED,AST 337 FC37 Observational Techniques in Optical and Infrared Astronomy ,in thi section of ast 337 we provid an introduct to the techniqu of gather and analyz astronom data with an emphasi on optic observ to studi stellar evolut smithâ telescop and ccd camera to collect and analyz their own data use the python comput languag topic cover astronom coordin and time system telescop design and optic instrument and techniqu for imag and photometri astronom detector digit imag process tool and techniqu atmospher phenomena affect astronom observ and error analysi and curv fit prerequisit at of ast 224 225 226 or 228 and physic at the 200level previou experi in comput program is strongli recommend n 4
41940,41940,SmithSUPERTRIMMED,AST 400 Special Studies ,independ research in astronomi admiss by permiss of the depart the is expect to defin her own project and to work independ under the supervis of a faculti member 1â4
41941,41941,SmithSUPERTRIMMED,AST 430D Honors Project ,avail to qualifi readi for rigor independ work are expect to defin their research project and work in close consult with an advis fullyear 8
41942,41942,SmithSUPERTRIMMED,BCH 252 Biochemistry I: Biochemical Structure and Function ,structur and function of biolog macromolecul protein and nucleic acid mechan of conform and cooper activ bioenerget enzym and regul prerequisit bio 202 and chm 223 laboratori 253 must be taken concurr by biochemistri major option for other n 3
41943,41943,SmithSUPERTRIMMED,BCH 253 Biochemistry I Laboratory ,techniqu of modern biochemistri ultraviolet spectrophotometri and spectrofluorimetri sd polyacrylamid gel electrophoresi scatchard analysi and a project lab on link enzym kinet bio 203 bch 252 is a or must be taken concurr n 2 kalina petrova dimova scott david edmand
41944,41944,SmithSUPERTRIMMED,BCH 352 Biochemistry II: Biochemical Dynamics ,chemic dynam in live system enzym mechan metabol and it regul energi product and util prerequisit bch 252 and chm 224 laboratori 353 must be taken concurr by biochemistri major option for other n 3
41945,41945,SmithSUPERTRIMMED,BCH 353 Biochemistry II Laboratory ,investig of biochem system use experiment techniqu in current biochem research emphasi is on independ experiment design and execut bch 352 is a or must be taken concurr n 2
41946,41946,SmithSUPERTRIMMED,BCH 390 Biochemical Research Using Advanced Techniques ,techniqu for 2019 proteom thi handson proteom research will util stateoftheart mass spectrometri and proteom techniqu in facultydesign project the lectur period will be use for experiment design discuss of relev literatur and primer on mass spectrometri data analysi and other topic as as start experiment protocol that longer time period the class is limit to 8 and requir biochemistri 1 prerequisit bch 252 and 253 enrol limit to 8 by permiss of the n 4 kalina petrova dimova styliano p scordili
41947,41947,SmithSUPERTRIMMED,BCH 400D Special Studies ,variabl 2 to 10 as assign 1â5
41948,41948,SmithSUPERTRIMMED,BIO 200 Animal Physiology ,function of anim includ human requir for surviv movement respir circul etc neural and hormon regul of these function and the adjust made to challeng present by specif environ prerequisit bio 132133 150151 and chm 111 or chm 118 laboratori bio 201 is option but strongli recommend n 4
41949,41949,SmithSUPERTRIMMED,BIO 201 Animal Physiology Laboratory ,thi provid with the opportun to design and conduct experi in human and anim physiolog emphasi is on develop hypothes design experi graph data interpret result and write in the scientif style bio 200 normal taken concurr n 1 lisa a mangiamel marney c pratt
41950,41950,SmithSUPERTRIMMED,BIO 202 Cell Biology ,the structur and function of eukaryot cell thi examin contemporari topic in cellular biolog cellular structur organel function membran and endomembran system cellular regul signal mechan motil bioelectr commun and cellular energet thi is a for biochemistri i bch 252 prerequisit bio 132133 and chm 222 laboratori bio 203 is recommend but not requir
41951,41951,SmithSUPERTRIMMED,BIO 203 Cell Biology Laboratory ,inquirybas laboratori use techniqu such as spectrophotometri enzym kinet bright field and fluoresc light microscopi and scan electron microscopi the emphasi is on studentdesign project thi is a for biochemistri i laboratori bch 253 bio 202 should be taken concurr n 1 graham r kent jan ac vriezen
41952,41952,SmithSUPERTRIMMED,BIO 204 Microbiology ,thi examin bacteri morpholog growth biochemistri genet and method of control bacteri activ emphasi is on bacteri physiolog and the role of the prokaryot in their natur habitat the also cover viral life cycl and diseas caus by virus prerequisit bio 132 150 and chm 111 or equival advanc placement cours laboratori bio 205 must be taken concurr n 3
41953,41953,SmithSUPERTRIMMED,BIO 205 Microbiology Laboratory ,experi in thi explor the morpholog physiolog biochemistri and genet of bacteria use a varieti of bacteri genera method of asept techniqu isol identif and growth of bacteria are learn an individu project is complet at the end of the bio 204 must be taken concurr n 2
41954,41954,SmithSUPERTRIMMED,BIO 206 Plant Physiology ,thi provid a broad understand of key concept in plant physiolog and how the environ affect plant function key concept water and nutrient uptak growth and alloc plantsoil interact and ga exchang from the leav to ecosystem gener principl in these topic are use to develop an understand of how interact between plant as as plant and anim plant commun and ecosystem process prerequisit a in ecolog organism biolog or environment scienc n 4
41955,41955,SmithSUPERTRIMMED,BIO 207 Plant Physiology Laboratory ,the laboratori is a coursebas research experi address how plant physiolog respond to climat the lyman plant hous provid the ideal set for grow plant under real life climat scenario gain handson experi with sophist instrument and techniqu use to measur microclim plantwat relat ga exchang photosynthet rate and respir nutrient alloc and stabl isotop variat addit will rstudio for data visual data explor and data analysi n 1
41956,41956,SmithSUPERTRIMMED,BIO 230 Genomes and Genetic Analysis ,an explor of gene and genom that highlight the connect between molecular biolog genet cell biolog and evolut topic dna and rna protein structur and function gene organ mechan and control of gene express origin and evolut of molecular mechan and gene network the also deal with the princip experiment and comput tool that have advanc relev field and introduc to the rapidli expand databas at the of contemporari biolog reli heavili on primari literatur we explor select topic includ the molecular biolog of infecti diseas genet underpin of develop the compar analysi of whole genom and the origin and evolut of genom structur and content prerequisit bio 132150 or permiss of the bio 130 is a recommend but not requir laboratori bio 231 is recommend but not requir n 4
41957,41957,SmithSUPERTRIMMED,BIO 231 Genomes and Genetic Analysis Laboratory ,a laboratori design to complement the lectur materi in 230 laboratori and comput project investig method in molecular biolog includ recombin dna gene clone and dna sequenc as as contemporari bioinformat data mine and the display and analysi of complex genom databas bio 230 should be taken concurr n 1
41958,41958,SmithSUPERTRIMMED,BIO 306 Immunology ,an introduct to the immun system cover the molecular cellular and genet base of immun to infecti agent special topic immunodefici transplant allergi immunopatholog and immunotherapi at of the followingbio 202 230 or bio 204 laboratori bio 307 is recommend but not requir n 4
41959,41959,SmithSUPERTRIMMED,BIO 310 Cellular and Molecular Neuroscience ,molecular level structurefunct relationship in the nervou system topic develop of neuron neuronspecif gene express mechan of neuron plastic in learn and memori synapt releas molecular biolog of neurolog disord and molecular neuropharmacolog prerequisit bio 202 or bio 230 or permiss of the enrol limit to 20 n 4
41960,41960,SmithSUPERTRIMMED,BIO 332 Molecular Biology of Eukaryotes ,advanc molecular biolog of eukaryot and their virus includ ebola and hiv topic genom bioinformat eukaryot gene organ regul of gene express rna process retrovirus transpos element gene rearrang method for studi human gene and genet diseas crispr molecular biolog of infecti diseas genom project and whole genom analysi read assign are from the primari literatur each present an inclass present and write a paper on a topic select in consult with the enrol limit to 16 bio 230 laboratori bio 333 is strongli recommend but not requir n 4
41961,41961,SmithSUPERTRIMMED,CHM 111 Chemistry I: General Chemistry ,the first of our chemistri curriculum introduc the languag of chemistri and explor atom molecul and their reaction topic cover electron structur of atom structur shape and properti of molecul reaction and stoichiometri enrol limit to 16 per lab section multipl section are at differ time as detail in the schedul of class at the time of registr must regist for both a lectur and a lab section that fit their schedul n 5 david gorin nuru g stracey cristina suarez
41962,41962,SmithSUPERTRIMMED,CHM 118 Advanced General Chemistry ,thi is for with a veri strong background in chemistri the elementari theori of stoichiometri atom structur bond structur energet and reaction are quickli review the portion of the a detail analysi of atom theori and bond from an orbit concept an examin of the concept behind thermodynam argument in chemic system and an investig of chemic reaction and kinet the laboratori deal with synthesi physic properti and kinet the prepar for chm 222223 and replac both chm 111 and 224 a who pass thi cannot take 111 or 224 enrol limit to 32 n 5
41963,41963,SmithSUPERTRIMMED,CHM 222 Chemistry II: Organic Chemistry ,an introduct to the theori and practic of organ chemistri the focus on structur nomenclatur physic and chemic properti of organ compound and infrar and nuclear magnet reson spectroscopi for structur analysi reaction of carbonyl compound and alken are studi in depth 111 or 118 enrol limit to 16 per lab section multipl section are at differ time as detail in the schedul of class at the time of registr must regist for both a lectur and a lab section that fit their schedul n 5
41964,41964,SmithSUPERTRIMMED,CHM 223 Chemistry III: Organic Chemistry ,materi build on introductori organ chemistri topic cover in chm 222 and focus more heavili on retrosynthet analysi and multistep synthet plan specif topic reaction of alkyl halid alcohol and ether aromat and reaction of benzen and cycloaddit reaction includ the dielsald reaction chm 222 and success complet of the chm 222 lab enrol limit to 16 per lab section n 5
41965,41965,SmithSUPERTRIMMED,CHM 224 Chemistry IV: Introduction to Inorganic and Physical Chemistry ,thi final in the chemistri sequenc provid a foundat in the principl of physic and inorgan chemistri that are central to the studi of all chemic phenomena topic quantit treatment of thermochemistri chemic equilibria electrochemistri and reaction kinet prerequisit chm 111 or equival and 111 or equival enrol limit to 16 per lab section n 5
41966,41966,SmithSUPERTRIMMED,CHM 328 Bioorganic Chemistry ,applic of chemic tool and synthet molecul to the studi of biolog system emphasi is on emerg strategi to studi live system at the molecular level primari scientif literatur and critic review of manuscript topic biorthogon chemistri synthet smallmolecul probe to interrog biolog system protein engin proteom advanc in dna sequenc genom direct evolut and natur product biosynthesi 223 enrol limit of 18 n 4
41967,41967,SmithSUPERTRIMMED,CHM 332 Physical Chemistry II ,thermodynam and kinet will the content of thi flask react and if so how fast explor the properti that govern the chemic and physic behavior of macroscop collect of atom and molecul gase liquid solid and mixtur thereof prerequisit chm 118 or 224 and 112 or
41968,41968,SmithSUPERTRIMMED,CHM 338 Bio-NMR Spectroscopy and Imaging ,thi is design to provid an understand of the gener principl govern 1d and 2d nuclear magnet reson nmr spectroscopi exampl from the divers of biolog nmr in the studi of protein structur enzym mechan dna rna and so on are analyz and discuss a basic introduct to magnet reson imag mri is also includ concentr on it applic to biomed issu a knowledg of nmr spectroscopi at the basic level cover in chm 222 and 223 4
41969,41969,SmithSUPERTRIMMED,CHM 369 Bioinorganic Chemistry ,thi provid an introduct to the field of bioinorgan chemistri learn about the role of metal in biolog as as about the of inorgan compound as probe and drug in biolog system prerequisit chm 223 and chm 118 or chm 224 4
41970,41970,SmithSUPERTRIMMED,BIO 507 Seminar on Recent Advances and Current Problems in the Biological Sciences ,in thi seminar discuss articl from the primari literatur repres divers field of biolog and present on their own research project journal articl will be select to coordin with department colloquia in altern week present talk on research goal data collect and data analysi thi is requir for and must be taken both year 2
41971,41971,SmithSUPERTRIMMED,BIO 590D Research and Thesis ,thi is a fullyear 8
41972,41972,SmithSUPERTRIMMED,BIO 100 Human Origins: Disentangling the Myths and Facts that Surround the Evolution of Our Species ,thi focus on the origin and diversif of human with a focu on african origin and genet divers among extant popul use principl from evolut topic cover 1 the relationship of human to other primat 2 the time and locat of the origin of modern human 3 the geograph histori of human and the structur of contemporari human divers and 4 implic of human geneticsgenom for healthcar medicin n 4
41973,41973,SmithSUPERTRIMMED,BIO 101 Modern Biology for the Concerned Citizen ,a deal with current topic in biolog that are import in understand import issu in todayâ modern world mani of these issu present import choic that must be made by individu and by govern topic clone of plant and anim human clone stem cell research genet modifi organ bioterror emerg infecti diseas such as ebola zika and west nile gene therapi dna diagnost and forens genom project human origin human divers speci extinct and deextinct and other the includ outsid read and inclass discuss n 4
